min_support,min_confidence,class_weights,accuracy_mean,accuracy_std,sensitivity_mean,sensitivity_std,precision_mean,precision_std,f_score_mean,f_score_std,auc_mean,auc_std,n_rules_mean,n_rules_std
0.0001,0.7,inverse,0.375602897818282,0.01695450666175144,0.6736794429875639,0.021353513781877474,0.5740345081704713,0.006136146125499054,0.4844979804175749,0.01545925855476755,0.9008837299483102,0.010478308481036848,3639.3333333333335,230.656309979444
0.0001,0.7,prior,0.8586264830212799,0.003973703954913962,0.6299962210866376,0.0109818203084628,0.8664794468672902,0.018545335290299635,0.6876153437450389,0.006187707260372586,0.9439950786762311,0.004074912752859392,3639.3333333333335,230.656309979444
0.0001,0.7,uniform,0.8347444073846827,0.007636120865523328,0.7648606722621075,0.010439818701847963,0.7246482419077176,0.006937850466689044,0.7235294954079254,0.010142507535752604,0.9502739770723688,0.007398941231326007,3639.3333333333335,230.656309979444
0.0001,0.8,inverse,0.4468269035702066,0.019871913028904103,0.6736401457156784,0.020523984492553347,0.5963344908027698,0.021976942347937983,0.5220738223513557,0.0185123190831973,0.9102589866083091,0.010850014021824323,3191.3333333333335,255.3161438948453
0.0001,0.8,prior,0.8573420305868279,0.0033831351015138292,0.6645593609370799,0.010770613923499118,0.8385616714842291,0.020548665696441086,0.7128558759397962,0.011044012526151786,0.9438871056826059,0.0033809596203378625,3191.3333333333335,255.3161438948453
0.0001,0.8,uniform,0.8289631671479665,0.025651051271888693,0.7487106906838298,0.01740252160512319,0.7389248033854271,0.031426924702367236,0.7249816766403064,0.027208669134233747,0.9476834553745048,0.007991703771964929,3191.3333333333335,255.3161438948453
0.0001,0.9,inverse,0.6981925589981036,0.02526542332803627,0.6964567728160826,0.019026628001285007,0.662573703812523,0.02949530427398687,0.6146870150922479,0.014025821486548677,0.9037714654183816,0.00903468203153728,2721.0,262.6918346656401
0.0001,0.9,prior,0.8475956757066244,0.0007826744140882597,0.6710492301900984,0.007751741836741073,0.8329698433654337,0.019087926325228863,0.7207328447037934,0.009777771320386822,0.9353656817571524,0.0054672342218237266,2721.0,262.6918346656401
0.0001,0.9,uniform,0.8345300108371587,0.006421865743824469,0.7090120968574546,0.015013367238379932,0.777326029887485,0.027411163392580016,0.7210453756922227,0.01041267641759363,0.9336374599691747,0.008465497074436612,2721.0,262.6918346656401
0.0005,0.1,inverse,0.10249465918277857,0.006430567625077247,0.41714698013337353,0.01729405696573371,0.5104808378968383,0.052054089562374,0.2762666805589911,0.011827689296720458,0.7761099010259307,0.007772609238915623,2310.0,45.639894828976104
0.0005,0.1,prior,0.694976645193292,0.0031018904908963214,0.2783187144042788,0.00905040771557745,0.5675164870839757,0.006265426765850656,0.29687426690526103,0.009206600853612964,0.8771231868726704,0.00167955249135325,2310.0,45.639894828976104
0.0005,0.1,uniform,0.8006859106750556,0.004847434832077759,0.7188657846944073,0.013541841902925575,0.7560770780465741,0.008766995518012041,0.6965747034299837,0.006137334662661053,0.9435980107109795,0.0050988627821418305,2310.0,45.639894828976104
0.0005,0.2,inverse,0.10249465918277857,0.006430567625077247,0.41714698013337353,0.01729405696573371,0.5104808378968383,0.052054089562374,0.2762666805589911,0.011827689296720458,0.7761099010259307,0.007772609238915623,2310.0,45.639894828976104
0.0005,0.2,prior,0.694976645193292,0.0031018904908963214,0.2783187144042788,0.00905040771557745,0.5675164870839757,0.006265426765850656,0.29687426690526103,0.009206600853612964,0.8771231868726704,0.00167955249135325,2310.0,45.639894828976104
0.0005,0.2,uniform,0.8006859106750556,0.004847434832077759,0.7188657846944073,0.013541841902925575,0.7560770780465741,0.008766995518012041,0.6965747034299837,0.006137334662661053,0.9435980107109795,0.0050988627821418305,2310.0,45.639894828976104
0.0005,0.3,inverse,0.13837303196287454,0.01195965296223513,0.498622193868459,0.03033907446206312,0.5567823952162004,0.009251468507808207,0.31196026912069125,0.013558866725426708,0.7830042873629335,0.008386343297174362,2258.3333333333335,46.73685198356148
0.0005,0.3,prior,0.7030091351991304,0.0037430686918614627,0.29091613846831904,0.01080267401955999,0.6275206532317488,0.0681314628844407,0.3137562000669625,0.010986000172928362,0.8914900806872353,0.0008962261160010056,2258.3333333333335,46.73685198356148
0.0005,0.3,uniform,0.8288541280436327,0.012354096487575319,0.7122416612802827,0.014274602091007903,0.7512536777213619,0.005941597062510922,0.709234169973812,0.008215109718499898,0.9420725606234205,0.005807626162233822,2258.3333333333335,46.73685198356148
0.0005,0.4,inverse,0.17960701742506133,0.008595588484768086,0.5287371907321695,0.016031412398204454,0.5553965983494038,0.020753456328568818,0.3291096401707652,0.015338024543530499,0.8025082535417506,0.005225917256082169,2075.3333333333335,55.22076903967687
0.0005,0.4,prior,0.7246435739116528,0.009507856770506804,0.31405418911158867,0.013962136013708853,0.6822846856715862,0.00384454343597123,0.3495028218879072,0.014049430345840495,0.8988278234748553,0.001465760609697045,2075.3333333333335,55.22076903967687
0.0005,0.4,uniform,0.8130034413553359,0.012171870380754877,0.7264881018763879,0.008328909524494768,0.7175524545003223,0.010093558910190982,0.6886174754140928,0.0015033749595552454,0.9370897406551763,0.005414376160202052,2075.3333333333335,55.22076903967687
0.0005,0.5,inverse,0.19824303560462234,0.00889335955562395,0.5593426492106403,0.014839396539546608,0.5413402176784385,0.01370506356061123,0.34830777484248987,0.012784990166185175,0.8524741070513439,0.005313103439549065,1788.0,68.11020481543129
0.0005,0.5,prior,0.7796938014039033,0.003024867990120526,0.3886383969701259,0.008498452864971813,0.7278721451367941,0.030978512992944716,0.4410848003503168,0.005728725586663346,0.9186141178202756,0.0026713060616011227,1788.0,68.11020481543129
0.0005,0.5,uniform,0.7994029377866707,0.02185228253750443,0.7551734078859086,0.000757200592931194,0.7248666935675491,0.019899556125596296,0.7025474072885052,0.007601261863637568,0.9403848540093357,0.004926809948152497,1788.0,68.11020481543129
0.0005,0.6,inverse,0.2417258966806143,0.017329070732815484,0.5846783240659525,0.021176061396958927,0.5557771157439318,0.009083768838452267,0.3935188139419052,0.01536822571584257,0.8681187857952016,0.003961470023304995,1489.3333333333333,55.24792605458898
0.0005,0.6,prior,0.8032548499520077,0.011936432546426828,0.4432370541013064,0.028940595885486576,0.8679252526412866,0.012377336542218821,0.5130163651553509,0.02930163743056917,0.9254787118914534,0.0037940195829696327,1489.3333333333333,55.24792605458898
0.0005,0.6,uniform,0.7747719365757826,0.049118897437856884,0.7374732555842063,0.015302669862835946,0.7150959344956133,0.009004666421612075,0.6839272960473837,0.0160721573989127,0.9376127628256635,0.004486252368356152,1489.3333333333333,55.24792605458898
0.0005,0.7,inverse,0.35857359785139636,0.010544678952253552,0.6328942520200646,0.014237512331426118,0.5617019309785488,0.007779987824443382,0.4603937051166323,0.010209189445018823,0.8878325177200487,0.009420551433606797,1260.0,60.69596362197407
0.0005,0.7,prior,0.8572341269480804,0.00458344665459514,0.625440918742633,0.013942425225351737,0.8425275730434123,0.0163875497507335,0.6811980211099947,0.010795523194544746,0.935404051466036,0.0037467358980835213,1260.0,60.69596362197407
0.0005,0.7,uniform,0.8107536023161845,0.006240059838150011,0.7265483593340996,0.0004450099399897364,0.7050607924760106,0.0032924811546915346,0.6883621865974981,0.0013655054494645957,0.93854341449107,0.005894728590830848,1260.0,60.69596362197407
0.0005,0.8,inverse,0.4439352856184544,0.021332852649325315,0.6547588398134975,0.0168260072081913,0.5858048796719749,0.028349770600311557,0.5170681013976594,0.022815737553338846,0.8972353031289318,0.012505984393606317,1077.3333333333333,57.274194305405395
